,cwe_id
7542,CWE-1321
7543,CWE-79
7544,NVD-CWE-noinfo
7545,CWE-384
7546,CWE-347
7547,CWE-1321
7548,CWE-285
7549,CWE-400
7550,CWE-475
7551,CWE-426
7552,CWE-266
7553,CWE-20
7554,CWE-120
7555,CWE-305
7556,CWE-134
7557,CWE-22
7558,NVD-CWE-noinfo
7559,CWE-269
7560,CWE-79
7561,CWE-22
7562,CWE-416
7563,CWE-120
7564,CWE-190
7565,CWE-613
7566,CWE-640
7567,CWE-502
7568,CWE-79
7569,CWE-129
7570,NVD-CWE-noinfo
7571,CWE-79
7572,CWE-918
7573,CWE-79
7574,CWE-918
7575,CWE-79
7576,CWE-601
7577,CWE-787
7578,CWE-79
7579,CWE-918
7580,CWE-276
7581,CWE-276
7582,CWE-276
7583,CWE-787
7584,CWE-79
7585,NVD-CWE-noinfo
7586,CWE-59
7587,CWE-668
7588,CWE-400
7589,CWE-401
7590,CWE-79
7591,CWE-787
7592,CWE-476
7593,CWE-77
7594,CWE-787
7595,CWE-125
7596,CWE-416
7597,CWE-287
7598,CWE-122
7599,CWE-613
7600,CWE-304
7601,NVD-CWE-Other
7602,NVD-CWE-Other
7603,CWE-79
7604,CWE-74
7605,CWE-415
7606,CWE-415
7607,CWE-415
7608,CWE-126
7609,CWE-22
7610,CWE-120
7611,CWE-122
7612,CWE-79
7613,CWE-416
7614,CWE-79
7615,CWE-476
7616,CWE-416
7617,CWE-125
7618,CWE-79
7619,CWE-416
7620,CWE-434
7621,NVD-CWE-Other
7622,CWE-79
7623,CWE-94
7624,CWE-89
7625,CWE-415
7626,CWE-327
7627,CWE-276
7628,NVD-CWE-noinfo
7629,CWE-79
7630,CWE-354
7631,CWE-640
7632,CWE-918
7633,CWE-241
7634,CWE-77
7635,CWE-798
7636,CWE-918
7637,CWE-120
7638,CWE-835
7639,CWE-20
7640,CWE-20
7641,CWE-20
7642,CWE-20
7643,CWE-20
7644,CWE-20
7645,CWE-20
7646,CWE-20
7647,CWE-20
7648,CWE-20
7649,CWE-20
7650,CWE-476
7651,CWE-20
7652,CWE-400
7653,CWE-190
7654,CWE-20
7655,CWE-476
7656,CWE-908
7657,CWE-20
7658,CWE-476
7659,CWE-20
7660,CWE-475
7661,CWE-787
7662,CWE-843
7663,CWE-359
7664,CWE-120
7665,CWE-122
7666,CWE-20
7667,CWE-20
7668,CWE-20
7669,CWE-88
7670,CWE-94
7671,CWE-327
7672,CWE-345
7673,CWE-94
7674,CWE-295
7675,CWE-476
7676,CWE-287
7677,CWE-120
7678,CWE-338
7679,CWE-200
7680,CWE-79
7681,CWE-79
7682,CWE-22
7683,CWE-436
7684,CWE-670
7685,CWE-77
7686,CWE-79
7687,NVD-CWE-noinfo
7688,CWE-521
7689,CWE-79
7690,CWE-617
7691,CWE-476
7692,CWE-444
7693,CWE-125
7694,CWE-754
7695,CWE-787
7696,CWE-416
7697,NVD-CWE-noinfo
7698,CWE-502
7699,CWE-79
7700,CWE-79
7701,CWE-79
7702,CWE-79
7703,CWE-79
7704,CWE-287
7705,CWE-79
7706,CWE-416
7707,NVD-CWE-noinfo
7708,CWE-1021
7709,CWE-401
7710,CWE-476
7711,CWE-665
7712,CWE-79
7713,CWE-79
7714,CWE-770
7715,CWE-787
7716,NVD-CWE-noinfo
7717,NVD-CWE-noinfo
7718,CWE-200
7719,CWE-476
7720,CWE-476
7721,CWE-532
7722,CWE-416
7723,CWE-287
7724,NVD-CWE-noinfo
7725,CWE-668
7726,CWE-22
7727,CWE-909
7728,CWE-384
7729,CWE-787
7730,CWE-668
7731,NVD-CWE-noinfo
7732,CWE-476
7733,CWE-276
7734,CWE-269
7735,NVD-CWE-noinfo
7736,CWE-120
7737,CWE-352
7738,CWE-125
7739,CWE-125
7740,CWE-122
7741,CWE-787
7742,CWE-190
7743,CWE-617
7744,CWE-248
7745,CWE-362
7746,CWE-120
7747,CWE-288
7748,CWE-306
7749,CWE-863
7750,CWE-908
7751,CWE-79
7752,CWE-400
7753,CWE-120
7754,CWE-863
7755,CWE-200
7756,CWE-79
7757,CWE-601
7758,CWE-20
7759,CWE-434
7760,CWE-200
7761,CWE-863
7762,CWE-319
7763,CWE-532
7764,CWE-79
7765,CWE-79
7766,CWE-613
7767,CWE-200
7768,CWE-674
7769,CWE-863
7770,CWE-79
7771,CWE-89
7772,CWE-79
7773,NVD-CWE-noinfo
7774,CWE-89
7775,CWE-79
7776,NVD-CWE-noinfo
7777,CWE-276
7778,CWE-276
7779,CWE-444
7780,CWE-89
7781,CWE-88
7782,CWE-79
7783,CWE-434
7784,CWE-74
7785,CWE-74
7786,CWE-200
7787,CWE-200
7788,CWE-89
7789,CWE-754
7790,CWE-79
7791,CWE-532
7792,CWE-674
7793,CWE-617
7794,CWE-89
7795,CWE-754
7796,CWE-1321
7797,CWE-74
7798,CWE-444
7799,CWE-79
7800,CWE-400
7801,CWE-670
7802,CWE-200
7803,CWE-79
7804,CWE-670
7805,CWE-415
7806,CWE-20
7807,CWE-209
7808,CWE-79
7809,CWE-862
7810,CWE-400
7811,CWE-79
7812,CWE-129
7813,CWE-79
7814,CWE-78
7815,CWE-78
7816,CWE-200
7817,CWE-203
7818,CWE-613
7819,NVD-CWE-Other
7820,CWE-79
7821,CWE-863
7822,CWE-863
7823,CWE-79
7824,CWE-285
7825,CWE-863
7826,CWE-682
7827,CWE-400
7828,CWE-295
7829,CWE-200
7830,CWE-918
7831,CWE-89
7832,CWE-416
7833,CWE-416
7834,CWE-22
7835,CWE-22
7836,CWE-22
7837,CWE-22
7838,CWE-22
7839,CWE-22
7840,CWE-119
7841,CWE-667
7842,CWE-404
7843,CWE-667
7844,CWE-404
7845,CWE-125
7846,CWE-79
7847,CWE-79
7848,CWE-125
7849,CWE-476
7850,CWE-476
7851,CWE-787
7852,CWE-416
7853,CWE-190
7854,CWE-190
7855,CWE-704
7856,CWE-617
7857,CWE-290
7858,CWE-190
7859,CWE-787
7860,CWE-401
7861,NVD-CWE-noinfo
7862,CWE-601
7863,NVD-CWE-noinfo
7864,CWE-416
7865,CWE-787
7866,CWE-787
7867,CWE-89
7868,CWE-79
7869,CWE-352
7870,CWE-330
7871,CWE-125
7872,CWE-415
7873,CWE-415
7874,NVD-CWE-Other
7875,CWE-787
7876,CWE-787
7877,CWE-77
7878,CWE-754
7879,CWE-79
7880,NVD-CWE-noinfo
7881,CWE-908
7882,CWE-22
7883,CWE-670
7884,CWE-22
7885,CWE-22
7886,CWE-269
7887,CWE-400
7888,NVD-CWE-Other
7889,CWE-863
7890,CWE-287
7891,CWE-347
7892,CWE-347
7893,CWE-668
7894,CWE-89
7895,CWE-74
7896,CWE-918
7897,CWE-74
7898,NVD-CWE-noinfo
7899,NVD-CWE-Other
7900,CWE-22
7901,CWE-190
7902,CWE-863
7903,NVD-CWE-noinfo
7904,CWE-116
7905,CWE-787
7906,NVD-CWE-Other
7907,CWE-763
7908,CWE-787
